plate.id,substrates,Class,Time.h,Species,OD590
B6,D-Xylose,Carbohydrates,72,B. vulgatus,0.612
C6,I-Erythritol,Carbohydrates,72,B. vulgatus,0.339
D6,D-Mannitol,Carbohydrates,72,B. vulgatus,0.361
E6,N-Acetyl-D-glucosamine,Carbohydrates,72,B. vulgatus,0.416
F6,D-Glucosaminic acid,Carboxylic acids,72,B. vulgatus,0.367
G6,Glucose-1-Phosphate,Carbohydrates,72,B. vulgatus,0.398
H6,Alpha-Glycerol-Phosphate,Carbohydrates,72,B. vulgatus,0.356
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,72,B. vulgatus,0.302
B7,D-Galacturonic acid,Carboxylic acids,72,B. vulgatus,0.349
C7,2-Hydroxybenzoic Acid,Phenolic acids,72,B. vulgatus,0.339
D7,4-Hydroxybenzoic acid,Phenolic acids,72,B. vulgatus,0.339
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,72,B. vulgatus,0.369
F7,Itaconic acid,Carboxylic acids,72,B. vulgatus,0.373
G7,Alpha-Ketobutyric acid,Carboxylic acids,72,B. vulgatus,0.385
H7,D-Malic acid,Carboxylic acids,72,B. vulgatus,0.418
A8,L-Arginine,Amino acids,72,B. vulgatus,0.311
B8,L-Asparagine,Amino acids,72,B. vulgatus,0.53
C8,L-Phenylalanine,Amino acids,72,B. vulgatus,0.372
D8,L-Serine,Amino acids,72,B. vulgatus,0.366
E8,L-Threonine,Amino acids,72,B. vulgatus,0.432
F8,Glycyl-L-glutamic Acid,Amino acids,72,B. vulgatus,0.428
G8,Phenethylamine,Amines,72,B. vulgatus,0.356
H8,Putrescine,Amines,72,B. vulgatus,0.346
A9,Water,Water,72,B. vulgatus,0.323
B9,Methyl pyruvate,Carboxylic acids,72,B. vulgatus,0.782
C9,Tween 40,Polymers,72,B. vulgatus,0.295
D9,Tween 80,Polymers,72,B. vulgatus,0.338
E9,Alpha-Cyclodextrin,Polymers,72,B. vulgatus,0.491
F9,Glycogen,Polymers,72,B. vulgatus,0.4
G9,D-Cellobiose,Carbohydrates,72,B. vulgatus,0.391
H9,Alpha-D-Lactose,Carbohydrates,72,B. vulgatus,1.084
A10,Beta-Methyl-D-Glucoside,Carbohydrates,72,B. vulgatus,0.323
B10,D-Xylose,Carbohydrates,72,B. vulgatus,0.522
C10,I-Erythritol,Carbohydrates,72,B. vulgatus,0.358
D10,D-Mannitol,Carbohydrates,72,B. vulgatus,0.368
E10,N-Acetyl-D-glucosamine,Carbohydrates,72,B. vulgatus,0.431
F10,D-Glucosaminic acid,Carboxylic acids,72,B. vulgatus,0.375
G10,Glucose-1-Phosphate,Carbohydrates,72,B. vulgatus,0.393
H10,Alpha-Glycerol-Phosphate,Carbohydrates,72,B. vulgatus,0.366
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,72,B. vulgatus,0.314
B11,D-Galacturonic acid,Carboxylic acids,72,B. vulgatus,0.359
C11,2-Hydroxybenzoic Acid,Phenolic acids,72,B. vulgatus,0.355
D11,4-Hydroxybenzoic acid,Phenolic acids,72,B. vulgatus,0.359
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,72,B. vulgatus,0.372
F11,Itaconic acid,Carboxylic acids,72,B. vulgatus,0.364
G11,Alpha-Ketobutyric acid,Carboxylic acids,72,B. vulgatus,0.393
H11,D-Malic acid,Carboxylic acids,72,B. vulgatus,0.438
A12,L-Arginine,Amino acids,72,B. vulgatus,0.342
B12,L-Asparagine,Amino acids,72,B. vulgatus,0.532
C12,L-Phenylalanine,Amino acids,72,B. vulgatus,0.355
D12,L-Serine,Amino acids,72,B. vulgatus,0.361
E12,L-Threonine,Amino acids,72,B. vulgatus,0.417
F12,Glycyl-L-glutamic Acid,Amino acids,72,B. vulgatus,0.402
G12,Phenethylamine,Amines,72,B. vulgatus,0.342
H12,Putrescine,Amines,72,B. vulgatus,0.387
